# Data Set (v1): ML-CUP17-TR
# Nov 2017
# ML-CUP17
# INFO: micheli@di.unipi.it
# (C) CIML group - Gallicchio, Micheli 2017
# 
# Format:
# Training set: id,input1,input2,input3,input4,input5,input6,input7,input8,input9,input10,target_x,target_y
# Blind Test set: id,input1,input2,input3,input4,input5,input6,input7,input8,input9,input10

405,1.986182,0.425639,0.282879,-0.227754,-0.327488,0.630721,0.750511,-0.258844,-0.564135,0.397394,13.505040,-19.422346
406,-1.955824,-1.150710,-1.204393,0.466821,1.344653,0.253690,-1.291781,-0.773776,1.409065,0.328499,4.463977,-8.415348
407,1.161111,1.044918,1.115751,-0.606613,-0.864962,-0.594630,1.454750,-0.373273,-0.982693,-0.567138,17.096165,-17.563483
408,-0.030658,-0.756623,-1.025921,0.719394,1.404372,-0.406114,-0.939661,-1.002635,0.990508,0.466289,4.718721,-8.809349
409,-0.672380,-0.531430,0.044915,1.161396,0.389144,0.819237,-0.024151,-0.373273,0.272980,1.224135,9.237516,-17.311301
410,1.619484,0.481937,0.580333,-0.796043,-0.566365,0.819237,0.680087,0.313304,-0.982693,-0.291557,13.901865,-19.174602
411,-0.764055,1.157515,1.532187,-1.680048,-1.282997,-0.877403,0.539240,0.427733,-0.982693,-0.704928,18.418893,-16.844289
412,-0.672380,-1.207009,-1.561339,0.656251,1.404372,-0.406114,-1.010085,-0.544917,0.631744,0.741869,5.054537,-9.482008
413,-0.580706,-0.700325,-0.966430,1.666542,1.284933,-0.029083,-1.291781,-0.945421,1.050302,0.948555,4.216818,-7.958374
414,-1.130753,1.157515,0.461352,-1.301188,-1.044120,-1.254434,0.257544,1.629243,-1.221869,-1.118299,24.939633,-13.388970
415,-0.672380,-0.981816,-1.204393,1.161396,1.762688,0.159432,-1.432628,-1.288709,0.870920,0.259603,3.333551,-6.295156
416,-1.589126,-0.756623,-1.144902,1.477112,1.464091,0.819237,-1.150933,-0.830991,1.528653,0.466289,4.568874,-8.587936
417,-0.947404,1.495304,0.639824,-1.553761,-1.402435,-0.406114,-0.164999,1.686457,-1.281663,-1.118299,24.736087,-13.490025
418,0.519389,0.538235,0.639824,-1.238045,-0.685804,-0.688887,1.173054,0.427733,-0.504341,-0.222662,14.742644,-18.765631
419,0.977762,0.932322,1.234733,-0.922329,-0.745523,-0.029083,1.806869,0.828236,-1.281663,-0.980509,17.550673,-17.311187
420,0.336040,-1.038114,-0.074066,0.656251,-0.387207,1.007752,-0.587542,-1.002635,-0.085784,0.328499,9.025698,-16.900373
421,-0.672380,-1.207009,-1.382866,0.087962,1.404372,-0.594630,-0.869237,-1.117065,0.930714,0.672974,2.332970,-4.396977
422,0.336040,-0.756623,-0.431012,0.593108,0.508582,1.761814,-0.798814,-0.430488,0.392568,1.706401,8.025730,-14.967048
423,0.336040,0.707129,1.234733,-0.859186,-1.342716,-0.029083,1.666021,0.942666,-0.803311,-1.324984,17.717513,-17.223197
424,0.794413,0.425639,0.639824,-0.038324,-0.685804,0.347948,1.454750,0.771022,-0.444547,-0.291557,15.203910,-18.532034
425,0.336040,0.763428,1.115751,-1.238045,-0.685804,-0.029083,1.595597,0.599377,-1.341457,-0.360453,15.700420,-18.278449
426,-0.397357,0.481937,0.461352,-0.922329,-1.521874,-1.348691,-0.305847,0.942666,-1.162075,-1.118299,27.033696,-12.268068
427,-0.030658,-0.193641,0.163897,0.340535,0.030828,1.667556,0.187120,-1.059850,0.631744,1.293030,9.155881,-17.164897
428,0.977762,0.594533,1.353715,-0.922329,-0.685804,-0.029083,2.018140,0.656592,-0.683723,-0.704928,16.709900,-17.756028
429,-0.305682,-0.869219,-1.501848,0.340535,1.284933,0.724979,-1.010085,-1.231494,0.691538,0.604079,5.105427,-9.586134
430,1.344460,0.538235,0.163897,-0.669756,-0.387207,0.819237,0.468816,0.542163,-0.025990,-0.429348,14.329895,-18.983437
431,-1.405777,1.326409,1.353715,-1.301188,-1.462155,-0.500372,0.257544,1.228739,-0.922899,-0.567138,19.893069,-16.069822
432,1.619484,0.481937,0.937279,0.087962,-0.267769,0.536463,1.243478,0.313304,-0.444547,-0.636033,11.806175,-20.276743
433,0.886087,-0.081045,0.104406,0.466821,0.150267,0.819237,0.046273,-0.430488,0.751332,0.810764,9.746621,-18.266555
434,0.519389,-1.432201,-0.490503,0.845680,0.926617,-0.971661,-0.869237,-0.716562,0.691538,1.499716,6.465743,-12.068428
435,-0.305682,1.044918,0.282879,-1.238045,-1.282997,-1.160176,0.539240,2.201390,-1.341457,-1.669460,26.762456,-12.407194
436,-2.139173,-1.319605,-1.739811,0.656251,0.687740,-0.406114,-1.291781,-1.288709,1.648241,0.466289,1.377552,-2.592044
437,-0.672380,-1.038114,-0.906939,0.719394,0.986337,0.253690,-1.291781,-1.231494,0.751332,1.017450,2.131626,-4.005084
438,-0.672380,-1.038114,-0.906939,0.151105,1.225214,0.347948,-0.869237,-1.345924,0.811126,0.466289,1.616725,-3.040349
439,-0.672380,0.876024,1.413206,-0.922329,-0.984400,-0.406114,1.666021,0.771022,-0.982693,-0.704928,17.989835,-17.073595
440,-0.672380,-0.925518,-1.263884,1.098253,1.404372,-0.217599,-1.362204,-0.830991,0.751332,0.741869,5.080211,-9.533326
441,-0.030658,-0.362536,-0.193048,1.098253,0.807179,1.761814,-0.939661,-0.373273,0.631744,0.604079,8.480082,-15.867399
442,-0.489031,-0.981816,-0.966430,0.466821,1.523811,0.159432,-1.925595,-1.288709,1.409065,-0.980509,3.158615,-5.951858
443,0.061016,-0.869219,-1.144902,1.224540,1.284933,-0.688887,-1.291781,-0.544917,0.332774,0.190708,5.303797,-9.936167
444,-0.397357,1.157515,0.342370,-1.743191,-1.282997,-0.783145,0.257544,1.972531,-1.221869,-1.049404,25.235278,-13.206806
445,1.252786,0.369340,0.461352,0.466821,-0.088611,1.761814,0.680087,0.484948,0.093598,0.190708,11.122289,-20.473357
446,1.619484,-0.531430,0.996769,-0.922329,-0.864962,-0.406114,1.595597,0.656592,-0.743517,-0.704928,14.395747,-18.933327
447,-0.489031,-1.094412,-0.966430,0.529964,1.404372,0.253690,-0.517118,-0.716562,0.990508,0.397394,4.815926,-9.039288
448,-0.397357,-0.700325,-0.847448,1.224540,0.628021,0.724979,-0.869237,-1.174280,0.930714,1.224135,6.099132,-11.404047
449,-0.489031,1.101217,1.353715,-1.364332,-1.223277,-0.217599,1.313902,-0.201629,-1.341457,-1.049404,19.662579,-16.184231
450,0.152691,-0.531430,-0.787957,1.161396,0.747460,0.536463,-0.869237,-0.945421,0.512156,0.879659,7.713035,-14.383196
451,0.061016,1.326409,0.044915,-0.922329,-1.044120,-1.725722,0.327968,1.457598,-1.461045,-1.187194,25.130020,-13.286372
452,1.711159,0.538235,0.401861,-0.101468,0.030828,1.102010,0.327968,0.370518,-1.221869,0.121813,11.776575,-20.290538
453,-0.030658,0.988620,0.282879,-0.859186,-0.924681,-0.877403,0.680087,1.686457,-1.281663,-0.842718,24.465895,-13.641723
454,-0.397357,-1.263307,-0.728466,1.350826,1.046056,0.724979,-0.869237,-1.002635,0.392568,1.568611,6.558155,-12.250250
455,0.152691,-0.925518,-1.323375,0.719394,0.687740,0.253690,-0.446694,-0.830991,0.571950,0.810764,6.035535,-11.283260
456,-0.122333,0.763428,1.532187,-1.553761,-1.342716,-1.065918,1.525173,0.828236,-0.982693,-1.118299,19.345272,-16.352752
457,-0.305682,-0.587729,-0.431012,1.161396,0.030828,0.724979,-0.376270,-0.430488,0.272980,0.810764,8.727508,-16.357792
458,1.802833,0.313042,0.520842,-0.543470,0.030828,0.819237,1.313902,0.313304,-0.205372,-0.153767,12.237735,-20.079446
459,-0.672380,-0.925518,-1.620829,0.719394,0.866898,-0.500372,-1.080509,-0.830991,1.648241,0.604079,2.289611,-4.320581
460,-0.489031,-1.488499,-0.906939,1.287683,1.046056,-0.123341,-1.080509,-1.117065,0.930714,0.397394,5.203590,-9.796863
461,-1.955824,-1.432201,-1.085412,0.656251,0.329424,-0.406114,-2.136867,-1.117065,1.528653,0.328499,1.098553,-2.049803
462,1.619484,0.594533,0.401861,-0.796043,-1.044120,-0.311856,1.595597,0.484948,-0.683723,-0.636033,14.622165,-18.821509
463,2.077857,0.650831,0.520842,-1.174902,-0.566365,1.196267,0.820935,0.313304,-0.743517,-0.567138,14.055236,-19.117308
464,0.061016,1.157515,1.294224,-0.985472,-1.044120,-0.500372,0.891359,0.771022,-1.221869,-0.980509,20.886653,-15.529415
465,0.702738,0.256744,1.175242,-0.796043,-1.402435,-0.029083,1.666021,0.713807,-0.922899,-1.669460,15.980231,-18.132662
466,-0.489031,-1.150710,-0.371521,1.350826,-0.148330,1.196267,-0.376270,-1.002635,0.930714,0.741869,6.782739,-12.665608
467,-1.222428,-0.812921,-1.144902,0.466821,1.284933,0.253690,-0.869237,-0.716562,0.930714,1.430820,7.012063,-13.088349
468,-0.305682,-0.700325,-0.847448,0.529964,1.284933,0.253690,-0.657966,-0.659347,0.930714,0.741869,7.674672,-14.304178
469,-0.580706,1.044918,0.937279,-1.111759,-1.342716,-1.160176,0.468816,1.629243,-1.281663,-0.980509,25.865931,-12.888290
470,0.336040,0.256744,0.937279,-0.417184,-0.805242,0.724979,-0.305847,0.313304,-0.324959,-0.015977,13.730023,-19.286442
471,-1.039079,1.382708,0.520842,-1.553761,-0.984400,-0.406114,0.257544,1.285954,-1.341457,-1.118299,22.963807,-14.431333
472,1.619484,0.144148,0.401861,0.340535,-0.685804,1.761814,0.891359,0.542163,-0.085784,-0.015977,11.399800,-20.462622
473,-1.130753,-1.150710,-0.847448,1.540256,1.046056,0.065175,-1.221357,-0.716562,1.767829,0.466289,4.027164,-7.606016
474,2.077857,0.256744,0.461352,0.277392,-0.626084,1.196267,1.313902,0.256089,0.153392,-0.360453,11.411174,-20.465408
475,-0.305682,1.382708,1.889133,-1.553761,-1.342716,-2.385527,0.961783,0.713807,-1.341457,-0.911613,20.444116,-15.777156
476,-0.122333,1.270111,1.234733,-1.048616,-1.402435,-0.123341,0.327968,1.285954,-1.341457,-1.049404,19.824302,-16.112951
477,-0.030658,1.157515,1.829642,-0.985472,-1.223277,-0.500372,1.454750,0.771022,-1.162075,-1.876145,19.809808,-16.098803
478,-0.855729,-0.812921,-1.620829,-0.227754,0.389144,-0.783145,-0.939661,-1.231494,1.289477,0.672974,2.353738,-4.442922
479,0.336040,1.495304,1.175242,-1.616904,-0.984400,-0.406114,0.609663,1.228739,-1.341457,-0.980509,21.298962,-15.325836
480,-1.405777,1.833093,0.461352,-1.238045,-1.282997,-0.500372,0.468816,1.343169,-1.341457,-1.049404,23.916376,-13.918086
481,-1.222428,-1.038114,-0.371521,1.413969,1.046056,0.913494,-0.728390,-0.830991,0.691538,1.086345,7.210487,-13.452913
482,0.061016,-0.700325,-0.431012,0.719394,0.090547,1.761814,0.187120,-0.144414,0.452362,1.637506,8.969250,-16.803088
483,1.619484,0.313042,1.175242,-0.354040,-0.446927,0.536463,1.384326,0.427733,-0.025990,0.052918,13.555435,-19.359340
484,-0.122333,1.495304,0.104406,-1.743191,-1.282997,-0.783145,0.609663,1.343169,-1.401251,-1.118299,22.695525,-14.580299
485,2.169532,0.031551,-0.193048,0.214248,0.269705,1.761814,0.680087,0.542163,0.571950,0.604079,11.292662,-20.472513
486,0.152691,0.876024,-0.014576,-0.859186,-1.103839,-1.160176,-1.080509,1.743672,-1.221869,-1.049404,26.520789,-12.544917
487,1.161111,0.481937,0.223388,0.466821,0.747460,1.856072,0.327968,0.542163,0.631744,0.741869,10.751744,-20.277405
488,-1.864150,-1.038114,-1.144902,0.593108,0.030828,-0.029083,-1.080509,-1.117065,1.409065,0.672974,4.503475,-8.468545
489,-0.214007,-1.038114,-0.787957,1.161396,1.225214,0.536463,-0.587542,-0.659347,0.452362,1.706401,7.821534,-14.602163
490,-0.672380,-1.094412,-1.263884,1.035110,1.225214,0.253690,-1.080509,-0.830991,0.452362,0.948555,5.609555,-10.495858
491,-0.214007,1.495304,0.223388,-0.985472,-0.864962,-1.160176,-0.024151,1.572028,-1.281663,-1.256089,24.950696,-13.377228
492,1.619484,0.200446,0.877788,-0.038324,0.030828,1.856072,1.243478,0.656592,0.631744,0.741869,11.083221,-20.446599
493,-0.122333,0.707129,1.353715,-1.174902,-1.044120,-0.783145,1.595597,0.656592,-1.221869,-0.842718,18.179240,-16.980687
494,0.061016,1.270111,1.353715,-1.301188,-1.044120,-0.311856,0.609663,0.828236,-1.281663,-1.049404,20.733353,-15.618869
495,1.527809,0.256744,0.758806,0.087962,0.030828,1.102010,1.243478,0.141659,-0.085784,-1.049404,11.440227,-20.444956
496,0.794413,0.313042,0.342370,0.214248,0.568302,2.327360,-0.024151,-1.117065,0.153392,1.155240,9.911762,-18.563741
497,-0.489031,-0.981816,-0.906939,0.656251,0.687740,0.159432,-0.587542,-1.231494,1.468859,0.328499,2.884665,-5.438552
498,-0.305682,1.382708,0.639824,-0.922329,-1.342716,-1.254434,-0.235423,1.629243,-1.102281,-1.187194,23.976278,-13.902401
499,1.069437,0.031551,-0.847448,0.403678,0.568302,0.630721,-0.024151,-0.602132,-0.444547,1.568611,8.908604,-16.671404
500,-0.489031,1.270111,0.223388,-1.301188,-1.282997,-1.442949,0.257544,1.858102,-1.102281,-1.462774,26.320130,-12.644780
501,-1.222428,1.270111,1.770151,-1.616904,-1.402435,-1.160176,1.313902,0.484948,-1.401251,-1.049404,20.233832,-15.887458
502,-0.672380,1.326409,0.401861,-0.922329,-0.864962,-1.537207,-0.446694,1.686457,-1.281663,-1.187194,25.700356,-12.977578
503,-0.214007,0.876024,0.877788,-1.111759,-1.044120,-1.065918,0.468816,1.743672,-0.803311,-1.462774,24.689079,-13.511474
504,1.436135,0.650831,1.115751,-0.543470,-0.626084,-0.029083,1.595597,0.484948,-0.922899,-0.773823,15.441808,-18.407736
505,-0.030658,1.213813,1.353715,-0.985472,-1.223277,-0.500372,-0.024151,0.599377,-1.221869,-1.187194,20.368674,-15.812859
506,1.436135,1.044918,1.175242,-0.543470,-0.685804,-0.311856,1.525173,0.542163,-0.803311,-0.842718,17.059977,-17.574362
507,-0.489031,1.833093,0.223388,-0.922329,-1.103839,-0.877403,0.539240,1.400384,-1.221869,-1.118299,23.456968,-14.160127
508,1.711159,-0.249940,0.699315,-0.606613,-0.446927,1.761814,1.313902,0.542163,-0.324959,0.052918,11.440347,-20.450756
509,-0.489031,0.819726,1.413206,-1.490618,-1.402435,-0.311856,1.313902,0.828236,-0.803311,-1.118299,17.926181,-17.098917
510,-0.672380,-1.544798,-0.847448,1.350826,1.404372,0.159432,-1.643900,-1.345924,1.528653,0.879659,4.549110,-8.548250
511,0.336040,0.763428,1.234733,-0.796043,-1.581593,-0.123341,1.736445,1.114310,-0.683723,-1.256089,17.723512,-17.222531
512,1.344460,0.425639,0.639824,0.277392,0.389144,0.913494,0.750511,0.771022,-0.085784,0.328499,10.940596,-20.392515
513,-0.580706,0.538235,0.639824,-0.227754,0.389144,1.102010,0.116696,0.370518,0.272980,1.017450,10.700836,-20.078737
514,1.436135,0.988620,0.937279,-0.669756,-0.685804,0.347948,1.595597,0.771022,-1.042487,-0.842718,15.543294,-18.353586
515,-0.672380,-0.700325,-1.501848,1.477112,1.464091,-0.217599,-1.784747,-0.602132,0.751332,0.879659,5.296132,-9.946431
516,-0.397357,1.157515,1.353715,-1.680048,-0.805242,-0.971661,1.595597,0.599377,-0.982693,-0.773823,17.607901,-17.288087
517,0.061016,0.932322,1.829642,-0.922329,-1.342716,-0.783145,1.173054,0.828236,-1.281663,-1.118299,18.368375,-16.869970
518,-0.305682,-1.207009,-1.263884,1.224540,1.284933,0.630721,-0.798814,-0.487703,0.870920,1.637506,7.370692,-13.740443
519,-0.397357,-0.981816,-1.085412,1.161396,0.568302,-0.783145,-1.291781,-0.945421,0.870920,0.259603,5.832530,-10.895960
520,-1.680801,-1.094412,-0.609484,1.603399,0.448863,0.536463,-0.517118,-0.888206,1.050302,0.466289,6.786269,-12.683448
521,1.619484,0.144148,0.461352,0.277392,-0.387207,1.667556,1.313902,0.484948,-0.085784,0.052918,11.425309,-20.457587
522,-0.305682,1.833093,0.342370,-0.985472,-1.044120,-1.254434,0.046273,1.343169,-0.863105,-1.187194,23.272868,-14.261261
523,-0.672380,-0.869219,-1.085412,0.782537,1.284933,0.159432,-1.150933,-0.773776,1.169889,0.604079,4.757756,-8.929269
524,0.152691,-0.531430,-0.371521,0.340535,0.747460,1.950329,-0.728390,-0.716562,0.930714,1.706401,8.558816,-16.014787
525,-0.030658,1.157515,1.532187,-1.743191,-1.342716,-0.688887,0.609663,1.057095,-1.102281,-0.911613,19.979445,-16.024215
526,1.069437,0.481937,1.353715,-1.806334,-0.984400,-0.217599,1.525173,0.427733,-0.922899,-0.842718,16.684111,-17.775409
527,-0.030658,-0.925518,-0.549994,1.224540,0.986337,0.347948,-0.869237,-0.888206,0.571950,1.637506,7.269975,-13.560672
528,1.436135,0.707129,0.996769,-0.796043,-0.745523,-0.783145,1.454750,0.656592,-0.922899,-0.360453,14.733377,-18.771938
529,-0.855729,-0.644027,-1.144902,0.593108,0.926617,-0.500372,-0.728390,-1.288709,0.870920,0.879659,2.786567,-5.217594
530,-0.214007,1.157515,1.294224,-1.427475,-1.223277,-0.594630,1.454750,1.228739,-1.341457,-0.980509,20.902623,-15.525554
531,0.061016,1.776795,0.877788,-1.364332,-1.462155,-1.914238,0.116696,1.400384,-1.221869,-1.324984,22.998309,-14.408502
532,-0.030658,0.707129,1.770151,-1.238045,-1.462155,-0.783145,1.525173,0.713807,-1.102281,-0.980509,18.496637,-16.803910
533,-0.672380,-0.812921,-1.144902,0.782537,0.866898,-0.029083,-1.362204,-1.231494,1.110095,0.604079,1.645060,-3.066212
534,1.161111,0.256744,0.996769,0.087962,-0.924681,0.065175,1.313902,0.427733,-0.504341,0.052918,14.978535,-18.656920
535,-0.214007,1.326409,0.580333,-1.680048,-1.044120,-1.819980,0.468816,1.343169,-1.162075,-1.393879,22.110285,-14.892406
536,-1.039079,-1.488499,-1.263884,0.403678,0.926617,-0.217599,-1.010085,-1.174280,0.990508,0.672974,2.610556,-4.915100
537,-1.497451,-0.981816,-0.728466,0.656251,1.284933,0.347948,-0.587542,-0.888206,1.528653,0.535184,4.278512,-8.067042
538,-0.397357,-0.475132,-0.787957,1.035110,0.687740,0.724979,-0.657966,-0.544917,0.332774,1.361925,7.786507,-14.511929
539,2.261206,0.594533,0.520842,-0.669756,-0.506646,0.819237,1.525173,-0.430488,-1.221869,-0.360453,14.097441,-19.103080
540,-0.580706,1.270111,0.937279,-1.048616,-1.044120,-0.688887,0.257544,1.858102,-0.922899,-0.980509,24.918029,-13.396412
541,1.527809,0.594533,1.115751,-0.354040,-0.446927,0.159432,0.750511,0.313304,-0.025990,-0.015977,14.521044,-18.877613
542,-0.397357,-0.531430,-0.252539,0.593108,0.508582,1.102010,-0.024151,-0.373273,-0.922899,0.259603,9.213833,-17.242845
543,-0.122333,1.101217,0.877788,-1.616904,-1.282997,-1.160176,0.398392,0.942666,-1.341457,-1.393879,22.990399,-14.415367
544,1.344460,-0.024747,0.937279,0.340535,0.030828,1.573298,0.116696,0.313304,0.870920,1.017450,10.742907,-20.146632
545,-0.672380,-0.925518,-1.561339,0.845680,1.464091,-0.217599,-1.855171,-0.888206,1.409065,0.397394,5.131554,-9.637771
546,-0.764055,0.988620,1.353715,-1.490618,-1.342716,-0.311856,1.736445,0.599377,-1.221869,-0.704928,17.984362,-17.082773
547,-0.305682,1.495304,1.234733,-1.490618,-0.984400,-0.217599,0.609663,1.228739,-1.341457,-1.256089,22.626003,-14.622991
548,0.061016,1.270111,1.353715,-1.490618,-1.223277,-0.029083,1.243478,0.942666,-1.461045,-1.049404,19.920166,-16.052419
549,-0.672380,-1.038114,-1.204393,0.529964,0.628021,-0.311856,-0.657966,-1.231494,1.528653,0.741869,2.882972,-5.391057
550,-0.489031,-1.038114,-0.966430,0.529964,1.404372,0.253690,-1.221357,-0.888206,0.631744,0.535184,5.568745,-10.444087
551,-1.680801,-1.150710,-1.085412,1.161396,0.986337,-1.254434,-1.150933,-1.002635,1.169889,0.397394,0.959789,-1.791812
552,-0.764055,-1.432201,-0.966430,0.529964,0.807179,0.536463,-0.869237,-0.830991,1.169889,1.017450,5.878501,-10.994633
553,-0.397357,1.157515,0.937279,-1.680048,-1.282997,-0.877403,0.539240,1.629243,-1.341457,-1.187194,24.946617,-13.371059
554,0.152691,0.988620,1.353715,-1.301188,-0.984400,-1.160176,0.257544,1.228739,-1.221869,-1.256089,20.776815,-15.599002
555,0.244365,-0.587729,-0.787957,1.161396,1.105775,1.196267,-0.305847,-0.773776,0.751332,1.361925,8.969683,-16.804565
556,0.794413,-0.306238,-0.193048,0.908824,0.448863,0.724979,-0.305847,-0.487703,-0.205372,1.293030,9.116518,-17.086694
557,-1.130753,-0.981816,-0.847448,1.477112,1.643249,-0.029083,-1.010085,-0.888206,1.528653,0.259603,3.761884,-7.108669
558,1.436135,0.256744,0.461352,0.277392,-0.446927,1.667556,0.187120,0.542163,-0.623929,-0.222662,11.646824,-20.376601
559,-0.397357,0.313042,1.413206,-1.427475,-0.984400,-1.065918,1.595597,-0.201629,-1.102281,-0.842718,18.067256,-17.029869
560,2.169532,0.988620,0.342370,-0.732900,-0.566365,1.196267,1.313902,0.313304,-1.042487,-0.842718,13.264925,-19.520267
561,-0.489031,0.481937,0.520842,-1.301188,-1.103839,-0.783145,0.468816,2.029746,-1.162075,-1.118299,26.591066,-12.503027
562,-0.580706,-0.700325,-0.847448,0.593108,1.344653,-0.029083,-0.869237,-1.288709,1.468859,0.121813,2.377487,-4.500962
563,1.619484,-0.024747,0.877788,0.277392,-0.208049,2.044587,0.750511,0.771022,0.811126,0.879659,10.584206,-19.956595
564,-0.672380,-0.756623,-1.323375,0.719394,-0.148330,-0.594630,-1.573476,-1.231494,0.930714,0.879659,1.312505,-2.487777
565,-0.214007,1.270111,1.353715,-1.616904,-0.984400,-0.311856,0.539240,1.514813,-1.162075,-1.324984,21.714015,-15.099125
566,-0.305682,-1.150710,-0.609484,0.593108,0.448863,0.630721,-1.432628,-1.403138,1.349271,0.948555,6.265381,-11.706731
567,-0.030658,1.439006,0.699315,-1.680048,-0.864962,-1.725722,0.187120,1.343169,-1.102281,-0.842718,23.510392,-14.132656
568,-0.030658,-1.038114,-1.442357,0.656251,0.866898,0.724979,-0.446694,-0.773776,0.811126,0.879659,6.047595,-11.301287
569,0.152691,-0.700325,-0.728466,0.593108,1.404372,0.630721,-0.657966,-0.716562,0.870920,1.568611,7.557694,-14.100210
570,-1.589126,-1.488499,-0.966430,0.593108,0.687740,-0.029083,-1.150933,-1.288709,0.571950,0.397394,1.618669,-3.068277
571,-0.489031,1.270111,0.461352,-0.859186,-1.462155,-1.537207,0.046273,1.686457,-1.162075,-1.049404,25.584478,-13.037794
572,-0.214007,-0.925518,-0.728466,0.908824,0.747460,0.630721,-0.939661,-0.888206,1.409065,0.397394,6.545166,-12.225865
573,-0.947404,0.369340,0.163897,-1.174902,-1.402435,-1.725722,0.187120,2.086960,-1.281663,-1.324984,25.427988,-13.110842
574,2.169532,0.313042,0.699315,-0.227754,-0.387207,0.347948,0.891359,0.256089,-0.324959,0.121813,12.719563,-19.797611
575,0.702738,-0.137343,0.461352,-0.290897,0.269705,2.233103,1.102630,0.084445,0.392568,0.397394,10.547066,-20.002951
576,0.061016,0.538235,0.401861,0.529964,0.389144,1.479041,0.468816,0.484948,0.512156,0.948555,10.907858,-20.370502
577,-0.397357,1.101217,1.710660,-1.174902,-1.163558,-0.783145,0.891359,0.942666,-1.042487,-0.773823,20.712234,-15.618924
578,-0.580706,0.650831,1.353715,-0.922329,-1.521874,-1.160176,0.680087,1.057095,-1.221869,-1.738355,17.982296,-17.078912
579,-0.030658,-1.150710,-1.085412,1.287683,0.926617,0.347948,-0.869237,-1.460353,1.409065,0.604079,7.074849,-13.195622
580,0.794413,-0.981816,-0.728466,0.529964,-0.506646,1.384783,0.046273,-0.602132,0.631744,1.568611,9.458938,-17.765492
581,-0.214007,1.833093,0.580333,-0.985472,-1.044120,-1.442949,0.187120,1.343169,-1.221869,-0.980509,23.091583,-14.358856
582,0.244365,-0.081045,0.223388,0.529964,0.568302,2.233103,0.116696,-0.487703,0.213186,0.810764,9.628386,-18.061099
583,-0.489031,-1.094412,-0.787957,0.466821,1.105775,0.536463,-0.587542,-1.117065,1.648241,0.879659,4.297637,-8.079912
584,0.336040,-0.925518,-0.728466,0.971967,1.225214,0.630721,-0.446694,-0.602132,0.332774,1.155240,7.521636,-14.019551
585,0.061016,-0.024747,0.104406,0.151105,0.030828,1.479041,0.046273,-0.659347,0.512156,0.672974,9.766224,-18.306356
586,-0.855729,-1.263307,-0.966430,0.656251,0.209986,-0.029083,-1.432628,-1.403138,1.767829,0.397394,3.100043,-5.846854
587,-1.039079,-0.812921,-0.966430,0.593108,1.284933,0.442206,-1.221357,-0.945421,1.409065,0.328499,4.801465,-9.015871
588,-0.672380,-0.925518,-1.620829,1.224540,0.807179,-0.594630,-1.221357,-1.231494,0.990508,0.466289,3.656836,-6.906707
589,-1.039079,1.326409,1.234733,-0.732900,-1.402435,-1.725722,0.468816,0.828236,-1.341457,-0.980509,21.334674,-15.289868
590,-0.672380,-0.756623,-1.620829,1.603399,0.448863,-0.217599,-1.080509,-0.602132,1.169889,0.052918,3.962748,-7.485899
591,-0.855729,-1.038114,-1.204393,1.161396,0.866898,0.159432,-1.291781,-1.288709,1.528653,0.672974,3.087415,-5.834035
592,1.069437,-0.475132,-1.025921,0.656251,0.389144,1.667556,-0.024151,-0.029985,0.512156,1.430820,9.441331,-17.687747
593,0.427715,-0.644027,-0.371521,1.224540,0.747460,1.007752,-0.164999,-0.659347,0.631744,1.499716,7.743263,-14.448519
594,-0.672380,0.256744,0.461352,0.087962,0.508582,2.044587,0.257544,-0.029985,-0.205372,0.879659,9.926389,-18.625213
595,-0.030658,-0.644027,-0.966430,1.413969,0.807179,1.007752,-0.376270,-0.773776,0.870920,1.293030,7.535625,-14.051657
596,1.619484,0.087849,0.104406,0.529964,-0.446927,1.479041,0.750511,0.427733,-0.145578,-0.015977,11.380369,-20.455873
597,-0.489031,-1.038114,-1.263884,0.087962,0.747460,1.479041,-1.010085,-1.002635,1.409065,1.568611,6.209443,-11.614242
598,0.061016,-0.700325,-0.966430,0.719394,0.807179,0.630721,-0.798814,-1.174280,1.468859,0.879659,6.828810,-12.750334
599,-0.030658,0.313042,1.472697,-1.174902,-1.163558,-0.783145,1.736445,0.599377,-1.401251,-1.256089,17.158109,-17.522170
600,-0.030658,0.819726,1.472697,-1.048616,-1.342716,-0.594630,1.595597,0.713807,-1.042487,-0.980509,17.723254,-17.219220
601,-0.122333,-1.094412,-0.966430,1.603399,1.464091,0.065175,-0.446694,-0.945421,0.751332,0.535184,5.736969,-10.722445
602,-0.764055,-0.925518,-0.847448,0.971967,1.046056,-0.029083,-1.150933,-0.773776,1.050302,0.672974,4.820466,-9.044966
603,-0.672380,-1.094412,-1.085412,0.971967,1.225214,0.159432,-0.939661,-0.830991,1.169889,0.741869,4.817410,-9.045339
604,-0.947404,1.213813,1.234733,-1.301188,-1.342716,-1.160176,0.820935,1.285954,-1.102281,-0.980509,21.572798,-15.166916
605,-0.855729,-0.925518,-1.501848,0.593108,0.389144,0.159432,-1.291781,-1.345924,1.648241,0.397394,3.613252,-6.839364
606,-1.130753,-1.263307,-1.561339,0.656251,1.344653,-0.783145,-1.010085,-0.544917,0.512156,0.604079,4.963926,-9.306370
607,0.061016,1.382708,-0.014576,-1.301188,-0.566365,-0.500372,0.398392,1.228739,-1.162075,-1.049404,24.676925,-13.517457
